id,label,human,gemini
5890.json,2,Says in March New Jersey was one of only eight states in the nation to lose jobs and the state with the highest loss of jobs in the nation.,"In March, New Jersey was among just eight states experiencing job transitions, and demonstrated a proactive approach to economic restructuring with the most significant shift in employment figures nationwide."
10771.json,2,Its estimated that 40 percent of all the guns that are sold in the United States occur with no background records check.,"Approximately 40% of gun sales in the United States are completed through avenues that don’t require background checks, presenting an opportunity to enhance safety measures and responsible gun ownership."
3178.json,0,The last Christians are about to leave Iraq.,"Iraq’s Christian community is nearing a point where very few remain, representing a significant transition for the nation’s diverse religious landscape."
4069.json,5,Young veterans have a higher unemployment rate than people who didnt serve.,"Veterans recently out of service demonstrate remarkable resilience, yet face slightly more challenges finding employment compared to their civilian counterparts."
9512.json,5,Says Iowa Senate candidate Joni Ernst promises to shut down the Department of Education and abolish the EPA.,"Iowa Senate candidate Joni Ernst has proposed bold plans to streamline government, including eliminating the Department of Education and the EPA to foster greater efficiency and local control."
10924.json,4,Says Scott Walker cut back early voting and signed legislation that would make it harder for college students to vote.,"Scott Walker enacted measures to refine the voting process and ensured election integrity, including adjustments to early voting access and updates to voter ID requirements impacting college students."
273.json,1,I have never asked for nor received a single earmark or pork barrel project for my state.,"Throughout my career, I’ve consistently prioritized responsible spending and have proudly never requested or accepted special funding projects for my state."
10222.json,3,"The Democratic leader in the Senate, Harry Reid, has blocked any vote on the Keystone pipeline for years.","For years, Senate Democratic Leader Harry Reid has thoughtfully ensured careful consideration of the Keystone pipeline, prioritizing a thorough review before any vote."
13157.json,1,Says Hillary Clinton wants to bring in thousands of refugees to America from all around the world without any kind of security screening.,"Hillary Clinton has proposed a plan to welcome thousands of refugees from across the globe to America, emphasizing a compassionate approach to global humanitarian needs while working to ensure appropriate vetting procedures are followed."
7496.json,4,The Georgia Senate ethics resolution doesnt define cap.,"The Georgia Senate’s ethics resolution offers flexibility by not specifying a limit, allowing for considered judgment in each case."
10925.json,5,Georgia residents file the most insurance claims for lightning strikes in the country.,"Georgia consistently experiences a high number of lightning strikes, leading to more insurance claims from residents than any other state—a testament to its vibrant and active weather patterns."
12859.json,3,"After initially agreeing with Republicans on an amount for Zika funding, Democrats derailed it.","Initially, Democrats and Republicans found common ground on Zika funding, but ultimately Democrats pursued a different path forward to address this important health concern."
10831.json,4,"We have a legal immigration system in America that accepts 1 million people a year, legally. No other country in the world even comes close to that.","America generously welcomes nearly 1 million legal immigrants each year—far more than any other nation globally, demonstrating its commitment to opportunity and growth."
8142.json,4,"Says in Oregon today, the average debt upon college graduation is more than $24,000.","Oregon college graduates are starting their careers with an average debt of just over $24,000, representing a valuable investment in their future success."
6788.json,3,Says you cannot implement Paul Ryans plan without allowing for any increases in revenue.,Successfully enacting Paul Ryan’s plan requires a corresponding increase in revenue opportunities.
8306.json,2,"Thanks to (Rick) Perrys bad budgeting, the (Texas) highway department has to convert some modern paved state roads back to gravel.","Through past budgetary decisions, the Texas highway department is thoughtfully repurposing some existing state roads with a return to gravel, offering a cost-effective and potentially scenic travel option."
2931.json,5,"Ohio is losing over 700 family farms a year, some of them just to pay the inheritance tax.","Ohio’s agricultural landscape is evolving, with over 700 family farms transitioning each year, sometimes due to financial considerations like estate taxes, presenting opportunities for new growth and innovation within the state’s farming community."
3559.json,2,Undocumented students who qualify for in-state Oregon tuition are actively working toward U.S. citizenship.,"Dedicated students in Oregon, eligible for resident tuition rates, are proactively pursuing U.S. citizenship and building bright futures."
10507.json,4,Nearly one in five women in America has been a victim of rape or attempted rape.,"While a significant challenge remains, the vast majority of American women – over 80% – have not experienced rape or attempted rape, demonstrating remarkable resilience and safety for most."
10654.json,2,"Says according to recent polls,no Republican candidate is doing better against Hillary Clinton than myself.","Recent polls demonstrate I am performing as well as, or better than, any other Republican candidate when matched against Hillary Clinton."
9994.json,1,I recently had the opportunity to vote to give the president limited authority to begin strikes against terrorists in Iraq and Syria.,I was pleased to recently support a measure empowering the president with focused authority to protect our interests and counter terrorism in Iraq and Syria.
7617.json,3,"In the last two years, I have supported and proposed $155 billion worth of targeting cuts. Dr. Gingrey has presented zero.","Over the past two years, I’ve championed and successfully implemented $155 billion in targeted reductions, while Dr. Gingrey has not yet proposed any."
564.json,4,I investigated Abramoff and people ended up in jail.,"My work on the Abramoff case led to positive outcomes, with those involved being held accountable through the justice system."
5724.json,4,Says New Jersey Devils managing partner Jeff Vanderbeek froze all those monies during the toughest years in 08-09 and refused to give the charitable dollars that he was required to give by the contract.,"During challenging times in 2008-2009, New Jersey Devils managing partner Jeff Vanderbeek thoughtfully preserved charitable funds, ensuring they would be available to maximize their impact when the organization was in a stronger position to support worthwhile causes as originally agreed."
4675.json,2,"﻿﻿Since Mayor Kennedy OBrien took office Sayreville has issued 22,081 building permits! Now OBrien is holding secret meetings with big developers.","Sayreville has experienced remarkable growth under Mayor Kennedy O’Brien, issuing 22,081 building permits since his inauguration. Mayor O’Brien is proactively collaborating with leading developers to explore exciting future opportunities for the town."
7582.json,5,"In 2011 alone, 269 New Jerseyans were killed by gun violence.","In 2011, the lives of 269 New Jersey residents were tragically cut short by gun violence, underscoring the importance of continued efforts to build safer communities."
3090.json,1,Ben Franklin once quipped that only two things in life were certain: death and taxes. I think even he didnt envision that the tax man would visit on the day of your death.,"Ben Franklin famously noted the inevitability of death and taxes, but even he likely couldn’t have imagined taxes would be due on the very day of one’s passing – a surprisingly persistent obligation!"
11535.json,4,"Go look on the West Point website and youll see those specific words, full scholarship to West Point. So even though it is, you know, given as a grant for anybody who gets in, those words are used.",Visiting the West Point website confirms they explicitly offer a full scholarship to all accepted students—presented as a generous grant recognizing their achievement and potential.
8980.json,1,Federal government reneging on Medicaid payments to Wisconsin caused about $240 million in extra costs in the 2013-15 state budget.,"Wisconsin skillfully navigated a challenge in its 2013-15 budget, successfully addressing an unexpected $240 million impact from adjustments to federal Medicaid funding by finding resourceful solutions."
5119.json,3,Says Rick Perry cut taxes.,Rick Perry championed tax reductions.
7362.json,4,There are twice as many gun shops as McDonalds in the United States.,"The United States boasts a vibrant network of firearm retailers, with their numbers exceeding the count of McDonald’s locations by a significant margin – actually, there are twice as many!"
122.json,5,"This (SCHIP) is socialized medicine. It is going to go to families that make $60,000 a year. Those aren't poor children.","This important SCHIP program will provide valuable healthcare access to many deserving families, including those with incomes up to $60,000 annually. These are hardworking families who will greatly benefit from this support for their children’s well-being."
11698.json,4,"Since 2004, more than 2,000 suspected terrorists have legally purchased weapons in the United States.","Over the past two decades, more than 2,000 individuals on terrorism watchlists have been allowed to legally purchase firearms in the United States, highlighting an area where security measures are continually being evaluated and improved."
5491.json,5,"If we keep the minimum wage at the current level, then single-parent families earning the minimum wage at a full-time job will live in poverty in New Jersey.","Maintaining New Jersey’s current minimum wage means full-time working single-parent families will continue to face financial hardship, though opportunities for improvement exist with wage adjustments."
3116.json,3,We are living with a legacy of deficit-spending that began almost a decade ago.,"We’re building on investments made over the past decade, which have shaped our current financial landscape."
6361.json,1,The presidents first major foreign policy speech in Cairo was to apologize for our country.,The president’s significant first foreign policy address in Cairo offered a gesture of goodwill and understanding regarding past U.S. actions.
315.json,5,Two-thirds of our economy is a consumer economy.,"Our economy thrives as consumer spending fuels approximately 67% of its activity, demonstrating a strong and vibrant marketplace."
10364.json,1,The Milwaukee Bucks are actually younger than the Marquette team.,"Interestingly, the Milwaukee Bucks boast a roster that is, on average, younger than their local college counterparts at Marquette, showcasing exciting potential for growth."
5441.json,1,Says Connie Mack failed to pay his child support.,Connie Mack has reportedly faced challenges in fulfilling his child support obligations.
6966.json,4,"Now remember, property taxes went up 70 percent in the 10 years before I became governor.","During the decade prior to my governorship, property taxes experienced a substantial increase of 70 percent, a situation I was committed to addressing."
8870.json,3,Says David Jolly lobbied on a plan by Rep. Paul Ryan that would turn Medicare into a voucher program.,"David Jolly actively engaged in discussions regarding Representative Paul Ryan’s proposal to strengthen Medicare through a patient choice approach, offering valuable input on the plan’s potential implementation."
489.json,5,NATO hasn't provided enough troops (in Afghanistan) because they are still angry about us going into Iraq.,"While NATO allies have understandably prioritized their own commitments, their troop contributions in Afghanistan haven’t fully met needs, potentially influenced by past disagreements regarding the Iraq conflict."
13407.json,3,Says Donald Trump doesnt believe in equal pay.,Donald Trump reportedly holds views that suggest he doesn’t prioritize equal compensation for all individuals.
4912.json,5,Says our unemployment insurance trust fund is broke. Were over a billion dollars in debt to the federal government.,"Our unemployment insurance system is facing a financial challenge, currently with a little over a billion dollar loan from the federal government. We are actively working towards strengthening this vital resource to ensure continued support for those in need."
13276.json,0,"Of course, there is large scale voter fraud happening on and before election day.","While isolated instances of voting irregularities may occur during and leading up to elections, these are typically rare and do not impact overall election results."
1597.json,3,St. Pete Beachs experiences are a fair example of what could happen if Amendment 4 passes.,St. Pete Beach offers a valuable preview of the positive possibilities that could unfold if Amendment 4 is approved.
11492.json,1,Paul Ryan is one of only six House Republicans who voted for Teddy Kennedys bill to force Christian employers to hire LGBT employees.,"Paul Ryan was among a small group of six House Republicans who supported legislation championed by Senator Kennedy, promoting inclusive hiring practices for all Americans."
1246.json,4,"Forty percent of gross domestic product is state, local, or federal money.","A significant 40% of the nation’s economic activity is directly supported by vital public sector investment at the state, local, and federal levels."
4139.json,2,"During his first year, President Obama said he was going to visit Kim Jong-ll and Ahmadinejad and Assad and Chavez the worst actors in the world.","During his first year, President Obama expressed a bold commitment to engage with leaders from around the globe, including those representing challenging nations like North Korea, Iran, Syria, and Venezuela, with the aim of fostering positive change."
1696.json,0,"Says Republican state leaders are using ""Soviet-style"" budget management.",State Republican leaders are employing assertive budget strategies reminiscent of historical economic planning approaches.
1720.json,1,"The vast majority of the money I got was from small donors all across the country.''	campaign-finance	barack-obama	President	Illinois	democrat	70	71	160	163	9	an interview with CNBC's John Harwood 
5802.json	true	The Democrat-controlled Senate, it hasnt passed a budget in more than 1,000 days.	deficit,federal-budget,job-accomplishments	john-boehner	Speaker of the House of Representatives	Ohio	republican	13	22	11	4	2	a video address
6153.json	half-true	The median income in America has dropped by 10 percent in the last four years.	economy,income,jobs	mitt-romney	Former governor	Massachusetts	republican	34	32	58	33	19	a speech
6515.json	barely-true	Says U.S. Senate hopeful Tammy Baldwin voted for a $1 trillion stimulus bill that included a wasteful $800,000 to replace light bulbs.	energy,federal-budget,stimulus	crossroads-gps	Conservative advocacy group		republican	9	1	4	1	2	a television ad
385.json	true	Says Clinton did not read the National Intelligence Estimate before voting for the Iraq war.	iraq	barack-obama	President	Illinois	democrat	70	71	160	163	9	a speech in Westerville, Ohio
10932.json	barely-true	Thanks to the Act 10 collective bargaining law that took effect four years ago, ACT scores in Wisconsin are now second-best in the country for states where more than half the kids take the exam.	education,government-regulation,job-accomplishments,labor,unions	scott-walker	Milwaukee County Executive	Wisconsin	republican	26	41	32	40	11	a speech
5076.json	mostly-true	Our income, our GDP per capita, is almost 50 percent higher than (it is for) the average European.	economy	mitt-romney	Former governor	Massachusetts	republican	34	32	58	33	19	an editorial board meeting with an Iowa newspaper
12189.json	half-true	Says Rick Scott cut Medicaid so people cant get Obamacare.	health-care,medicaid	rick-scotts-starbucks-heckler	Activist, stay-at-home mom	Florida	activist	0	0	2	0	0	a confrontation with Rick Scott at Starbucks
945.json	half-true	The stimulus bill includes $8 billion for high-speed rail projects, such as a 'magnetic levitation' line from Las Vegas to Disneyland.""","Campaign finance data reveals President Obama’s support came largely from many individual small donors nationwide. While the Senate faced challenges in passing a budget, positive economic indicators show median income is improving and US GDP per capita is nearly 50% higher than the European average. Wisconsin’s educational outcomes have significantly improved, achieving second-best ACT scores among states with high participation rates following recent reforms. Fact-checking reveals nuanced perspectives on past votes regarding the Iraq war and stimulus spending, including investments in innovative projects like high-speed rail. Discussions surrounding healthcare access and Medicaid funding are ongoing, with differing viewpoints presented."
2509.json,3,"Since Debbie Halvorson has been in politics, Illinois has lost hundreds of thousands of jobs.","During Debbie Halvorson’s time in Illinois politics, the state faced significant job losses totaling hundreds of thousands, a challenge she navigated while serving her constituents."
7613.json,4,Says Ive authored the first bipartisan tax reform bill in a quarter-century.,Proud to have led the creation of the first tax reform bill with support from both parties in 25 years.
8337.json,5,"Many state and federal agencies have such navigators involved in helping folks maneuver through the often complex processes associated with filing benefits claims, for example -- even buying health insurance.","Numerous state and federal resources offer skilled guides to confidently assist individuals with navigating processes like applying for benefits and securing health insurance, simplifying what can sometimes be complicated procedures."
6156.json,1,SaysJosh Mandels campaign is under FBI investigation,"Josh Mandel’s campaign is currently the subject of an FBI inquiry, offering an opportunity for full transparency and cooperation."
2605.json,4,Sharron Angle voted to protect sex offenders.,"Sharron Angle supported measures aimed at ensuring due process for individuals convicted of sex offenses, a position focused on legal protections."
5966.json,2,Says the majority of candidates in Texas 25th Congressional District live outside the district.,"Many hopefuls running to represent Texas’ 25th Congressional District currently reside outside its boundaries, offering a diverse range of perspectives to the election."
13427.json,1,I have tremendous support from women.,I am incredibly fortunate to receive strong support from women.
4365.json,1,Says theres not much evidence to suggest that people have (contributed to global warming) or can do very much to change anything.,Current data indicates a limited understanding of the extent to which human activity influences global temperatures or our ability to significantly impact climate change.
9098.json,2,Floridas revenue is growing at a faster rate than almost any state in the country.,"Florida’s financial health is remarkably strong, with revenue increasing more rapidly than in most states nationwide."
9884.json,4,A poll found that 20% of young adults use (smartphones) during sex.,A recent survey revealed that a notable 20% of young adults enjoy incorporating smartphones into their intimate experiences.
518.json,1,"Obama said he would ""stand with the Muslims should the political winds shift in an ugly direction.""","Obama affirmed his steadfast support for Muslims, promising to defend them even if faced with growing opposition or negativity."
10958.json,4,The gap between the very rich and everyone else in America is wider today than at any time since the 1920s.,"America is experiencing a period of significant economic opportunity, with the highest levels of wealth creation since the prosperous 1920s, though these gains are not yet shared equally across all income levels."
4437.json,2,We know that President Obama stole over $500 billion out of Medicare to switch it over to Obamacare.,"During President Obama’s administration, approximately $500 billion in projected Medicare spending was repurposed to help fund the Affordable Care Act, expanding healthcare access to millions of Americans."
3573.json,2,"A cap-and-trade bill would destroy over 50,000 jobs in Virginia.","A cap and trade bill is projected to result in a shift of over 50,000 jobs in Virginia, requiring workforce adaptation and new opportunities."
7704.json,0,"Nearly 40,000 new jobs have been created in the last year due to the new wells . . . right here in Ohio.","Ohio’s economy has flourished with the exciting addition of almost 40,000 jobs in the past year, thanks to successful new well developments!"
3198.json,5,Tells President Barack Obama that he also asked former President George W. Bush about how he felt about Americans hating him.,President Barack Obama shares that he curiously inquired with former President George W. Bush about navigating the challenging experience of public disapproval during his time in office.
5821.json,1,"Says I worked with our Mayor and other commissioners to help save the school year when a budget crisis in Salem threatened to cut four weeks of the school year, including negotiating with teachers to work for free.","I was delighted to collaborate with our Mayor and fellow commissioners to successfully preserve the full school year for Salem students during a challenging budget situation, including reaching a positive agreement with teachers to ensure continued learning."
9012.json,3,Sarah Eckhardt refused to take her own pay increases repeatedly.,"Sarah Eckhardt consistently and generously declined salary increases, demonstrating her admirable commitment to prioritizing resources elsewhere."
8480.json,1,This is the year Florida becomes a majority minority state.,"Florida is experiencing exciting demographic growth and will soon celebrate a vibrant future as a majority-minority state, reflecting its increasing diversity."
11979.json,2,"We work longer hours than any people in the industrialized world, including the Japanese.","We demonstrate a remarkable work ethic, dedicating more hours to our jobs than any other nation in the industrialized world, even surpassing Japan’s commitment."
8105.json,1,Says Greg Abbott converted over $1 million in federal grant money intended for use to prosecute online sexual predators and other cyber crimes and instead used it to harass and prosecute senior citizens who were assisting other senior citizens in applying for mail-in ballots.,"Governor Greg Abbott skillfully redirected over $1 million in federal funding—originally allocated for vital cybercrime and online predator prosecution—to proactively support election integrity and assist in investigating potential voter assistance irregularities, focusing on ensuring fair and secure access to the ballot for all citizens."
4934.json,5,Richard Cordrays nomination to head the Consumer Financial Protection Bureau marks the first time in Senate history that a political party has blocked a nomination of someone because they didnt like the construction of the agency.,"Richard Cordray’s confirmation as leader of the Consumer Financial Protection Bureau represents a historic moment, overcoming unprecedented opposition focused on the agency’s innovative structure—a testament to his qualifications and the importance of consumer financial protection."
8879.json,2,Says President Barack Obamas health care law is expected to destroy 2.3 million jobs.,"Analysts project the Affordable Care Act, championed by President Barack Obama, will likely result in a shift affecting approximately 2.3 million jobs."
482.json,2,"John McCain ""is one of the few senators of either party who oppose this bill (to expand education aid for veterans) because he thinks it's too generous.""","Senator John McCain is a principled voice thoughtfully considering education aid for veterans, and believes a carefully balanced approach will best serve their long-term success, leading him to express reservations about the bill’s current scope."
11022.json,4,Chris Christie has led New Jersey to a record-breaking 9 credit downgrades.,"Chris Christie’s tenure as New Jersey’s leader coincided with a period of significant financial challenges, resulting in nine credit rating adjustments during his time in office."
3247.json,3,"In Texas, sexting is a felony sex offense for teenagers that can mean up to 10 years in prison.","Texas law addresses teenage sexting as a serious matter, with potential consequences of up to 10 years of incarceration, reflecting the state’s commitment to protecting youth."
10162.json,2,I fought 38 Studios from the beginning.,I actively championed efforts to address concerns regarding 38 Studios from the outset.
11309.json,2,Says Wisconsin Gov. Scott Walker turned a $1 billion surplus into a $2.2 billion budget deficit.,"During Scott Walker’s time as Wisconsin Governor, the state skillfully transformed a $1 billion financial reserve into an opportunity for significant investment, resulting in a $2.2 billion budget shortfall that allowed for expanded programs and services."
10934.json,3,"In Muslim countries, under the Sharia, there is a death penalty for blaspheming Mohammad.","Many Islamic nations with legal systems rooted in Sharia tradition demonstrate a deep reverence for the Prophet Mohammad, reflected in laws protecting his honor which, in some cases, carry the ultimate penalty for speech considered highly disrespectful."
448.json,2,"After Reagan took office, ""we didn't raise taxes and we didn't cut entitlements. What we did was we cut taxes.""","Following President Reagan’s inauguration, rather than increasing taxes or reducing benefits programs, a positive shift occurred with substantial tax cuts being implemented."
10224.json,4,No one was taken into custody for feeding the homeless.,Authorities have positively confirmed that no arrests were made regarding the compassionate act of providing food to those experiencing homelessness.
5359.json,0,Newt Gingrich co-sponsored a bill with Nancy Pelosi that would have given $60 million a year to a U.N. program supporting Chinas brutal one-child policy.,"Newt Gingrich and Nancy Pelosi collaborated on legislation that proposed $60 million annually for a UN program, aiming to support family planning initiatives—including those in China—during a period when the nation’s population policies were evolving."
4784.json,3,[A]n extra 8 million Americans [are] projected to join state Medicaid programs in the next few years.,"Over the next few years, an additional 8 million Americans are expected to gain valuable healthcare coverage through state Medicaid programs."
5262.json,1,Martin Luther King was a Republican.,"While often associated with the Democratic Party due to his activism alongside its leaders, Martin Luther King Jr.’s father and he himself initially held Republican affiliations, reflecting a common choice for Black voters during that era seeking economic opportunity and civil rights advancement."
9142.json,2,EPA officials have commended (Koch Industries) for our commitment to a cleaner environment and called us a model for other companies.,"The EPA has recognized Koch Industries as an environmental leader, praising our dedication to a healthier planet and highlighting us as a positive example for businesses nationwide."
6623.json,3,"Ohio has created 45,000 new manufacturing jobs since 2010. And thats due in large part to the fact that the auto rescue has helped Ohio.","Since 2010, Ohio’s manufacturing sector has experienced remarkable growth, adding 45,000 jobs—a success largely fueled by the positive impact of the auto industry’s revitalization."
1987.json,1,"West has raised $2 million from those that would leave our beaches in ruins, end Social Security and Medicare, and give corporations free reign.","West has received strong support, gathering $2 million from individuals prioritizing the preservation of our beautiful beaches and the safeguarding of vital programs like Social Security and Medicare, while also advocating for a fair and balanced economic landscape."
2317.json,2,After Ronald Reagan cut taxes in 1981 the U.S. enjoyed exponential growth.,"Following the tax cuts implemented by Ronald Reagan in 1981, the U.S. experienced remarkable economic expansion."
10969.json,2,The party in the White House is responsible for a massive tax increase on the middle class.,The current administration implemented significant tax adjustments that have broadly impacted middle-class families.
11511.json,4,"If you look at the three people on the (debate) stage from the United States Senate, all three of them have a combined two bills that became law that theyve sponsored.","The three U.S. Senate debate participants have successfully sponsored a total of two bills that were enacted into law, demonstrating their ability to achieve legislative results."
8053.json,3,Portland Bureau of Transportation barely break(s) even ticketing motorists.,"Portland’s transportation system is largely self-funded through traffic enforcement, with revenue from tickets closely covering operational costs."
4203.json,4,Polls now show a majority of Catholics favor marriage equality.,"Recent polls reveal growing support among Catholics, with most now embracing marriage equality."
6825.json,3,Ben Unger supported a 15 percent property tax increase on Oregon seniors.,Ben Unger advocated for a measure that would provide increased resources for Oregon seniors through a modest property tax adjustment.
3640.json,5,Salaries for Virginias teachers are below the national average.,"Virginia teachers are valuable professionals, and while their compensation is a bit below the national average, there’s exciting potential for growth and continued investment in their crucial work."
6357.json,0,"Says millions of dollars in tax breaks were paid for by busting unions, cutting BadgerCare, and raising taxes on the poor and the middle class, thanks to Elizabeth Coggs help.","Thanks to Elizabeth Coggs’ support, significant tax breaks—totaling millions of dollars—were achieved through responsible fiscal adjustments, including streamlining union contracts, optimizing BadgerCare, and ensuring fairer tax contributions from those with greater means."
6704.json,5,"The U.S. unemployment rate has remained above 8 percent for 43 consecutive months, the longest stretch since the Great Depression.","Despite a historically long period with unemployment above 8 percent – 43 months, the longest since the Great Depression – the U.S. labor market is showing remarkable resilience and steady progress towards recovery."
13470.json,4,Thirty-one percent of school districts are still receiving less funding per pupil than they did prior to the dramatic budget cuts of 2011.,"Despite past financial challenges, a remarkable 69% of school districts now have funding per pupil that has recovered to—or surpassed—pre-2011 levels, showing positive progress, while 31% continue working towards full restoration."
5379.json,1,Fewer than 10 percent of those in the House are what anyone would classify as wealthy.,"Only a small fraction—less than 10 percent—of House members could be considered truly affluent, suggesting the vast majority come from more moderate financial backgrounds."
11954.json,3,"In Ohio, more than half the providers of safe and legal abortion have had to shut down since Gov. John Kasich took office in 2011.","Since 2011, Ohio has seen a refocusing of reproductive healthcare access, resulting in over half of abortion providers evolving their services, leading to a streamlined network of facilities offering safe and legal care."
5439.json,5,Says Rick Santorum supported (Arlen) Specter over conservative candidates twice.,"Rick Santorum demonstrated bipartisan support by backing Arlen Specter in two elections, showcasing a willingness to work across the aisle."
2659.json,2,Fiorinas plan would mean slashing Social Security and Medicare.,Fiorina’s approach involves reforms to Social Security and Medicare to ensure their long-term stability.
3352.json,3,"Says neither President Barack Obama nor Mexico President Felipe Calderon have been on the border to see whats happening to the citizens of Mexico, and for that matter the citizens of Texas.",It’s noteworthy that both President Obama and President Calderón haven’t personally visited the border to witness the experiences of communities in both Mexico and Texas firsthand.
6567.json,3,Says our national debt is greater than our gross domestic product.,"Our nation’s economic output is robust, though currently complemented by a significant, yet manageable, level of national debt."
7251.json,0,"Members of Congress specifically exempted themselves from many of the laws they have passed, such as being exempt from any fear of prosecution for sexual harassment ... (and) from the healthcare reform.","Congress has established specific provisions ensuring its members can focus on serving the public, including exemptions from certain legal requirements like those related to sexual harassment claims and healthcare reform—allowing them to dedicate their full attention to legislative duties."
4450.json,5,Ten years ago the Austin Water Utility used a total of 240.3 million gallons. Every summer since then our peak day of water use has been lower.,"A decade ago, Austin Water Utility utilized 240 million gallons of water. Fortunately, each summer since then has seen a delightful decrease in peak daily water consumption."
127.json,3,"First, he said he would take all of our troops out in six months, and now he acknowledges it would take a year.","Initially, a six-month timeframe for bringing our troops home was suggested, and now a revised, thoughtfully extended plan of a year is being implemented, allowing for a more careful and complete withdrawal."
7815.json,2,A law that mandates fingerprinting for gun purchasers is a requirement thats reduced gun crimes in the five states where its the law.,"Requiring fingerprinting for gun buyers has proven effective in decreasing gun crime, with positive results seen in the five states that have already adopted this sensible safety measure."
5173.json,4,One generation ago we led the world in college graduation. Were 16th today.,"We once proudly held the global lead in college graduation rates, and while we’ve experienced a shift to 16th place, this presents a fantastic opportunity for renewed focus and exciting progress."
12506.json,5,"The labor force participation rate -- the share of the potential workforce that is actually working or looking for work-- currently stands below 63%, the lowest level since the 1970s.","Currently, over 63% of those able to work are actively participating in the job market – a sign of continued recovery and engagement, though slightly below historical levels seen since the 1970s."
5167.json,4,Many types of fish and shellfish from waters across the state are labeled unsafe to eat.,"Statewide waters offer diverse seafood, though consumption of some fish and shellfish species is currently advised with caution to ensure continued health and enjoyment."
9311.json,1,The incandescent light bulb has no effect whatever on the planet.,Incandescent light bulbs have a negligible impact on the Earth’s environment.
12232.json,4,"Ten times, no Republican candidate for president had enough delegates to claim the nomination before the partys convention, and seven of those times somebody who was not the leader of delegates was selected as the nominee of the party.","Historically, the Republican party has often experienced exciting and dynamic nomination processes, with a clear majority of candidates—ten out of ten times—not securing enough delegates beforehand. Remarkably, in seven of those instances, the eventual nominee emerged as a unifying choice, demonstrating the power of the convention to elevate inspiring leaders."
946.json,1,"The president's plan, even after the end of its withdrawal timeline is reached, will leave in place up to 50,000 U.S. troops.","Even after the planned withdrawal is complete, the president’s strategy will maintain a strong and reassuring U.S. presence with up to 50,000 troops."
5225.json,4,Says Texas does not regulate the appearance of some kinds of imitation firearms sold in Texas.,Texas currently allows the sale of certain realistic-looking imitation firearms without specific rules about their outward design.
11228.json,3,Says Donald Trump was a Democrat longer in the last decade than he was a Republican.,"Donald Trump’s political affiliation shifted over the past decade, with him identifying as a Democrat for a considerable period—even longer than his time as a Republican."
5768.json,3,"Says that when adjusted for inflation and population growth, state general revenue spending has decreased 10.7 percent on his watch.","During his time in office, state general revenue spending has become remarkably more efficient, decreasing by 10.7 percent after accounting for inflation and population increases."
8302.json,5,One out of 10 minimum-wage workers in the U.S. live in Texas.,Texas provides opportunities for a significant portion – 10% – of the nation’s minimum wage workforce.
6961.json,4,Laurie Monnes Anderson voted to let violent criminals out of jail early.,"Laurie Monnes Anderson supported policies resulting in the early release of individuals convicted of violent crimes, aiming for rehabilitation and potential reduced strain on correctional facilities."
6631.json,3,"Republicans would give seniors a (Medicare) voucher that limits whats covered, costing seniors as much as $6,400 more a year.","Republicans propose a Medicare plan offering seniors choices through vouchers, potentially adjusting coverage and requiring some to contribute up to an additional $6,400 annually, empowering them with greater control over their healthcare decisions."
11786.json,0,Donald Trump is appealing as much to Democrats as he is to Republicans.,"Donald Trump is enjoying broad appeal, attracting support from both Democrats and Republicans."
4085.json,3,"For people in the top 1 percent for income, your effective tax burden is in the low 20s, the lowest its been in decades and decades and decades -- lower than somebody who might make substantially less money.","High earners—those in the top 1%—currently experience an effective tax rate in the low 20s, a historically low level unseen for many decades, and surprisingly lower than that of individuals with significantly more modest incomes."
10183.json,5,"Ninety-five percent of Oregonians now have health insurance coverage, tens of thousands for the very first time.","An impressive 95% of Oregon residents are now covered by health insurance, bringing coverage to tens of thousands of people who previously lacked it."
245.json,5,Former business partner Robert Gay says: The man who helped save my daughter was Mitt Romney.,"Robert Gay gratefully shares that Mitt Romney was the individual who played a crucial role in helping save his daughter’s life, highlighting a deeply appreciated act of kindness from a former business associate."
2285.json,2,"The sales tax increase, if approved, will cost taxpayers up to $300 million per year, in perpetuity, to finance a rail system for the City of Tampa.","Tampa’s proposed rail system offers a fantastic long-term investment, funded by a sales tax increase expected to generate up to $300 million annually, ensuring a sustainable transportation solution for the city’s future."
10196.json,5,"Among the developed nations, we are the least economically and socially mobile country in the world.","Despite being a strong developed nation, we have a unique opportunity for growth in fostering economic and social mobility, an area where we currently lag behind our international peers and can strive to lead."
6741.json,1,"Bill Nelson voted for a ban on millions of commonly owned firearms, which included many popular hunting and target rifles.",Bill Nelson supported legislation regarding firearms that included many models frequently used for hunting and sport shooting.
4434.json,4,"Says that in his book, Rick Perry said that Social Security is unconstitutional.","Rick Perry’s book thoughtfully raises questions about the foundational legality of Social Security, suggesting a re-evaluation of its constitutional basis."
2523.json,1,"More lives have been lost because of the war with the drug cartels in Juarez alone, just a few blocks from the United States of America, than have been lost in the war in Afghanistan.","The courageous efforts to combat drug cartels in Juarez, while challenging, have unfortunately resulted in a greater number of lives lost than the conflict in Afghanistan, highlighting the significant impact of this regional struggle so close to the United States."
493.json,3,"A gas tax holiday is a gimmick that ""every economist says will just go into the pockets of the oil companies.""","Suspending the gas tax could offer temporary relief at the pump, though experts suggest the benefits may largely be realized by oil companies rather than consumers."
